average_offensiveness,created_on,hateful_meaning,is_about_class,is_about_disability,is_about_ethnicity,is_about_gender,is_about_nationality,is_about_religion,is_about_sexual_orientation,is_unambiguous,is_unambiguous_in,language,nonhateful_meaning,number_of_sightings,number_of_sightings_this_month,number_of_sightings_this_year,plural_of,term,transliteration_of,updated_on,variant_of,vocabulary_id
,2018-11-01 20:36:39,An Asian person,False,False,True,False,False,False,False,True,,eng,,1,0,0,rice nigger,rice niggers,,2018-11-01 20:36:39,,TVZEjy7LJ
,2018-11-01 20:36:39,Meant to denigrate East Asians,False,False,True,False,True,False,False,False,,eng,,0,0,0,ricepicker,ricepickers,,2018-11-01 20:36:39,,QHAPjLNVA
100.0,2018-11-01 20:36:39,"Literally, kangaroo-fucker, an Australian iteration on 'sheepfucker'.",False,False,True,False,True,False,False,True,,eng,,0,0,0,roofucker,roofuckers,,2018-11-01 20:36:39,,CoAXRzeHF
,2018-11-01 20:36:39,A white or non-Asian person.,False,False,True,False,False,False,False,True,,eng,,12,2,12,roundeye,roundeyes,,2018-11-01 20:36:39,,zVgeFNAHL
48.0,2018-11-01 20:36:38,A person of German descent.,False,False,False,False,True,False,False,True,,eng,,0,0,0,Rhine monkey,Rhine monkeys,,2018-11-01 20:36:38,,mDXAqLhcg
89.0,2018-11-01 20:36:38,Afro-Germans whose parents were allegedly French soldiers,False,False,True,False,False,False,False,True,,eng,,1,0,1,,Rhineland bastard,,2018-11-01 20:36:38,Rhine monkey,rrhbJnwap
100.0,2018-11-01 20:36:38,Afro-Germans whose parents were allegedly French soldiers,False,False,True,False,False,False,False,True,,eng,,16,0,14,Rhineland bastard,Rhineland bastards,,2018-11-01 20:36:38,,oreiumtuy
100.0,2018-11-01 20:36:37,A Native American person,False,False,True,False,False,False,False,True,,eng,,1,0,1,red nigger,red niggers,,2018-11-01 20:36:37,,EAQkLgarE
50.0,2018-11-01 20:36:37,Southern laborer-class whites.,True,False,False,False,False,False,False,True,,eng,,513,28,384,redneck,rednecks,,2018-11-01 20:36:37,,jwhvUHvrx
,2018-11-01 20:36:37,A Native American.,False,False,True,False,False,False,False,False,,eng,,38,2,24,redskin,redskins,,2018-11-01 20:36:37,,AsnAvzUMH
,2018-11-01 20:36:37,"A disabled person, from 'retarded'.",False,True,False,False,False,False,False,True,,eng,,81,8,64,retarded,retardeds,,2018-11-01 20:36:37,,FFAVoXyAZ
,2018-11-01 20:36:37,"A disabled person, from 'retarded'.",False,True,False,False,False,False,False,True,,eng,To lessen speed,293,11,234,retard,retards,,2018-11-01 20:36:37,,4UfKdVNHu
75.0,2018-11-01 20:36:36,Term used by white supremacists to denote a person of mixed race.,False,False,True,False,False,False,False,True,,eng,,135,7,84,race traitor,race traitors,,2018-11-01 20:36:36,,mXCYFpPtr
,2018-11-01 20:36:36,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",False,False,True,False,False,False,False,True,,eng,,393,29,307,raghead,ragheads,,2018-11-01 20:36:36,,tNVFoPbxr
63.0,2018-11-01 20:36:36,[1] A black female with light skin. [2] A black female of mixed heritage.,False,False,True,False,False,False,False,False,,eng,,68,5,50,red bone,red bones,,2018-11-01 20:36:36,,vaJQYqmkR
,2018-11-01 20:36:35,"A person who is 1/4 Black. Coined during the Civil War, referring to how White you had to be in order to serve in the army.",False,False,True,False,False,False,False,True,,eng,,81,9,68,quadroon,quadroons,,2018-11-01 20:36:35,,XdbsKZvHm
,2018-11-01 20:36:35,"A black person. From the West African name Kwazi, often given to a child born on a Sunday.",False,False,True,False,False,False,False,False,,eng,,0,0,0,quashie,quashies,,2018-11-01 20:36:35,,knrsqW9sp
65.0,2018-11-01 20:36:35,A homosexual.,False,False,False,False,False,False,True,False,,eng,Monarch,0,0,0,queen,queens,,2018-11-01 20:36:35,,N8qPbtxQU
,2018-11-01 20:36:35,A homosexual.,False,False,False,False,False,False,True,False,,eng,Unusual,407,26,304,queer,queers,,2018-11-01 20:36:35,,PqqtwfYab
,2018-11-01 20:36:34,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",False,False,False,False,False,True,False,True,,eng,,11,1,8,proddy dog,proddy dogs,,2018-11-01 20:36:34,,kiqy2nqWV
,2018-11-01 20:36:34,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",False,False,False,False,False,True,False,True,,eng,,0,0,0,proddywhoddy,proddywhoddies,,2018-11-01 20:36:34,,TGmkoWJUG
75.0,2018-11-01 20:36:34,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",False,False,False,False,False,True,False,True,,eng,,0,0,0,proddywoddy,proddywoddies,,2018-11-01 20:36:34,,M4dXFdwgo
,2018-11-01 20:36:34,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",False,False,False,False,False,True,False,False,,eng,[1] Encourage [2] Propel,0,0,0,prod,prods,,2018-11-01 20:36:34,,ormYFGwUq
50.0,2018-11-01 20:36:34,"[1] Pejorative word for female. [2] Pejorative word for male, meaning meek or cowardly.",False,False,False,True,False,False,False,False,,eng,Cat,0,0,0,pussy,pussies,,2018-11-01 20:36:34,,TGWpCEWP2
,2018-11-01 20:36:33,A Native American.,False,False,True,False,False,False,False,True,,eng,,1,0,0,prairie nigger,prairie niggers,,2018-11-01 20:36:33,,RCXciZTPB
,2018-11-01 20:36:32,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,False,False,False,True,False,False,False,,eng,,0,0,0,pom,poms,,2018-11-01 20:36:32,,QjwuzFGyB
,2018-11-01 20:36:32,Used in Hawaii to denote a black person.,False,False,True,False,False,False,False,False,,eng,,13,0,11,popolo,popolos,,2018-11-01 20:36:32,,W4UAMLxTX
,2018-11-01 20:36:32,Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).,False,False,True,False,False,False,False,False,,eng,,643,55,479,poppadom,poppadoms,,2018-11-01 20:36:32,,evirjmjbt
100.0,2018-11-01 20:36:32,A black person referring to perceived common behavior of groups hanging out on front porches or steps of urban apartment complexes in US cities.,False,False,True,False,False,False,False,True,,eng,,266,8,212,porch monkey,porch monkeys,,2018-11-01 20:36:32,,orsPoFXVf
,2018-11-01 20:36:32,A black person.,False,False,True,False,False,False,False,False,,eng,Residue left by the discharge of a firearm,0,0,0,powderburn,powderburns,,2018-11-01 20:36:32,,aXJWLzJZy
,2018-11-01 20:36:31,"A Pole or a person of Polish or Slavic origin, from the Polish endonym, Polak (see Name of Poland).",False,False,False,False,True,False,False,True,,eng,,79,6,57,polack,polacks,,2018-11-01 20:36:31,,FFwomYhqT
,2018-11-01 20:36:31,"[1] A person of Hispanic descent, from the Spanish word for 'chicken'. [2] An illegal alien, particularly one of Hispanic descent.",False,False,True,False,False,False,False,False,,eng,,0,0,0,pollo,pollos,,2018-11-01 20:36:31,,utkjasRaD
,2018-11-01 20:36:31,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,False,False,False,True,False,False,True,,eng,,0,0,0,pommie grant,pommie grants,,2018-11-01 20:36:31,,VTFeLZT u
,2018-11-01 20:36:31,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,False,False,False,True,False,False,False,,eng,,406,32,271,pommie,pommies,,2018-11-01 20:36:31,,oVsJuvkUe
,2018-11-01 20:36:30,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,False,False,False,True,False,False,False,,eng,,5,1,3,pohm,pohms,,2018-11-01 20:36:30,,p2tHVHNxx
,2018-11-01 20:36:30,A person of Asian descent.,False,False,True,False,False,False,False,False,,eng,,0,0,0,pointy head,pointy heads,,2018-11-01 20:36:30,,H4sxVPYZ 
100.0,2018-11-01 20:36:29,A person of Hawaiian descent.,False,False,True,False,False,False,False,True,,eng,,0,0,0,pineapple nigger,pineapple niggers,,2018-11-01 20:36:29,,j44sj7jka
,2018-11-01 20:36:29,A person of Asian descent.,False,False,True,False,False,False,False,False,,eng,,1,0,1,ping pang,ping pangs,,2018-11-01 20:36:29,,MTJxe4zyr
,2018-11-01 20:36:29,One who has both a Caucasian parent and a Native American parent.,False,False,True,False,False,False,False,False,,eng,[1] A type of bean [2] A type of car,0,0,0,pinto,pintos,,2018-11-01 20:36:29,,PFpkPsJkT
,2018-11-01 20:36:29,A non-Irish person who claims to be Irish.,False,False,True,False,True,False,False,True,,eng,,151,8,130,plastic paddy,plastic paddies,,2018-11-01 20:36:29,,2psUtmiZx
,2018-11-01 20:36:29,A person of Irish descent.,False,False,True,False,True,False,False,False,,eng,,0,0,0,pogue,pogues,,2018-11-01 20:36:29,,UEKsCBNVX
,2018-11-01 20:36:28,"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.",False,False,True,False,True,False,False,False,,eng,A carbonated beverage,0,0,0,Pepsi,Pepsis,,2018-11-01 20:36:28,,NuFBvamzs
,2018-11-01 20:36:28,Black children.,False,False,True,False,False,False,False,True,,eng,,5,0,5,pickaninny,pickaninnys,,2018-11-01 20:36:28,,ZV2LkUXHj
,2018-11-01 20:36:28,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,False,False,True,False,True,False,False,False,,eng,A person who prefers not to spend money,344,21,248,piker,pikers,,2018-11-01 20:36:28,,ntnqTgHyk
,2018-11-01 20:36:28,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,False,False,True,False,True,False,False,False,,eng,,559,48,441,pikey,pikeys,,2018-11-01 20:36:28,,aGeQ7DYdv
,2018-11-01 20:36:27,"A Roman Catholic person, usually Irish Catholic.",False,False,False,False,False,True,False,True,,eng,,376,24,272,papist,papists,,2018-11-01 20:36:27,,K2CcWYV4H
50.0,2018-11-01 20:36:27,A Native American child.,False,False,True,False,False,False,False,False,,eng,,155,7,136,papoose,papooses,,2018-11-01 20:36:27,,3CBqrcvkr
,2018-11-01 20:36:27,A black person,False,False,True,False,False,False,False,True,,eng,,11,2,9,pavement ape,pavement apes,,2018-11-01 20:36:27,,nNepsTRQF
,2018-11-01 20:36:27,Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people.,False,False,True,False,False,False,False,False,,eng,,468,50,381,peckerwood,peckerwoods,,2018-11-01 20:36:27,,KEhnQmDgF
,2018-11-01 20:36:27,"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.",False,False,True,False,True,False,False,False,,eng,A plant,0,0,0,Pepper,Peppers,,2018-11-01 20:36:27,,uGHApmMza
,2018-11-01 20:36:26,An Asian person.,False,False,True,False,False,False,False,True,,eng,,19,1,17,pancake face,pancake faces,,2018-11-01 20:36:26,,kFjZGTzof
,2018-11-01 20:36:26,An Asian person.,False,False,True,False,False,False,False,False,,eng,A flat breakfast cake,0,0,0,pancake,pancakes,,2018-11-01 20:36:26,,fUeVHPpWZ
75.0,2018-11-01 20:36:25,"A person from South Asia or the Middle East, particularly a person from Pakistan.",False,False,True,False,True,False,False,False,,eng,,138,6,104,paki,pakis,,2018-11-01 20:36:25,,FAHvJcJJU
58.0,2018-11-01 20:36:25,Historical Native American term for Caucasian.,False,False,True,False,False,False,False,False,,eng,,239,15,184,paleface,palefaces,,2018-11-01 20:36:25,,hMmxpmVd6
,2018-11-01 20:36:24,An Asian person,False,False,True,False,False,False,False,False,,eng,,198,13,143,Oriental,Orientals,,2018-11-01 20:36:24,,GsgZoZHUV
,2018-11-01 20:36:24,"A Jew, alluding to one who escaped cremation during Holocaust.",False,False,True,False,False,True,False,True,,eng,,9,1,8,oven dodger,oven dodgers,,2018-11-01 20:36:24,,fotXhCrbw
,2018-11-01 20:36:24,"A person of Irish descent, derived from a nickname for Padraig.",False,False,True,False,True,False,False,False,,eng,,0,0,0,paddy,paddies,,2018-11-01 20:36:24,,HkanCqnkN
93.0,2018-11-01 20:36:24,Pakistan,False,False,False,False,True,False,False,True,,eng,,132,3,102,,Pakiland,,2018-11-01 20:36:24,paki,z7PiZpfno
